日期,账号,标题,链接,摘要,标签,正文,来源
"Fri, 18 Sep 2026 06:55:04 +0000",艾邦机器人,君华股份×鹿明机器人: 人形机器人PEEK材料及关节模组战略合作,https://www.aibangbots.com/a/13067,,,9月18日，君华股份与鹿明机器人正式签署人形机器人 PEEK 材料及关节模组战略合作协议。,rss
"Fri, 18 Sep 2026 06:51:17 +0000",艾邦机器人,全球首个规模化量产商用落地——远征A3 Ultra“上岗”实录,https://www.aibangbots.com/a/13056,,,智元远征A3 Ultra商用实景曝光：从4S店到酒店，人形机器人开始“上岗”,rss
"Fri, 18 Sep 2026 01:44:54 +0000",艾邦机器人,人形机器人穿衣服，一门正在起量的生意,https://www.aibangbots.com/a/13027,,,纺织工艺解决x26quot;贴身适配x26quot;，传感技术解决x26quot;智能感知x26quot;,rss
2026-09-18 16:01:05+00:00,IEEE Spectrum Robotics,Video Friday: Two Birotors Make a Quadrotor,https://spectrum.ieee.org/video-friday-quadrotor-from-birotor,,,"<p><span>Video Friday is your weekly selection of awesome robotics videos, collected by your friends at </span><em>IEEE Spectrum</em><span> robotics. We also …</span></p>",rss
"Fri, 18 Sep 2026 10:00:00 GMT",InfoQ 机器人,让 Agent 越用越强：AReaL 2.0 构建 Agent 在线强化学习闭环｜QCon上海,https://www.infoq.cn/article/x2FmIeCkeDYUV66BNj3g?utm_source=rss&utm_medium=article,,,"<div align=""right""><a href=""https://www.infoq.cn/article/x2FmIeCkeDYUV66BNj3g?utm_source=rss&amp;utm_medium=article"">点击查看原文></a></div>",rss
"Fri, 18 Sep 2026 13:16:33 +0000",量子位,具身智能技术路线尚未定型，基础设施却先收敛,https://www.qbitai.com/2026/09/492238.html,,,从一次成功到一万次稳定执行，具身智能还缺什么？,rss
"Fri, 18 Sep 2026 00:37:13 +0000",量子位,Manus重生第17天，估值居然就翻倍了,https://www.qbitai.com/2026/09/491764.html,,,作价40亿美元推进新融资,rss
"Fri, 18 Sep 2026 22:07:09 +0800",极客公园,AI 硬件创业者，疯狂涌入手机的背面,http://www.geekpark.net/news/370610,,,"<p>头图来源：产品小红书账号、官网</p>
<p style=""text-align: center;"">&nbsp;</p>
<p>过去一年，AI 硬件创业者开始扎堆手机背面。</p>
<p>Plaud 的 AI 录音卡累计出货突破百万台。2026 年 6 月，Plaud 宣布 ARR 达到 1 亿美元、服务超过 200 万专业用户；截至 9 月，公司最新披露的全球用户数已超过 250 万。另一边，做磁吸电子纸屏的阅星曈完成近 5000 万元 A 轮追加融资，顺为、经纬、博裕和小红书等老股东继续跟投；极稚科技则称，其无源墨水屏手机壳已经卖出超过 14 万只，其中八成销往海外。</p>
<p>销量和融资之外，新的产品还在不断冒出来。Flowtica 在 IFA 展出集录音、电子纸和会议待办于一体的 Verso；获得线性资本天使投资的 NOOKLAB，准备推出支持持续收音的 AI 随身屏 Moonphase Flip；极稚科技也计划用 Sloth 从静态墨水屏进入 OLED、麦克风和虚拟宠物。</p>
<p>大厂的动作更快。钉钉、出门问问、科大讯飞和 360 相继进入 AI 录音卡市场；荣耀、海信和影石，则分别从磁吸副屏、可拆卸电子纸和影像配件的方向试探手机背面的可能性。与此同时，华强北已经把基础录音卡的价格压到一两百元。</p>
<p>一个原本以手机壳、卡包和充电宝为主的配件位置，突然挤进了录音公司、电子纸创业者、消费电子团队、互联网大厂和手机厂商。它们给出的答案并不相同：有人想把它做成录音工具，有人放上一块低干扰屏幕，有人想做虚拟宠物，也有人试图把录音、显示和 Agent 全部装进去。</p>
<p>这些公司争夺的不只是一个新品类，更是手机上所剩不多的高频携带位置。一部手机的背面很难同时挂着录音卡、阅读屏、充电宝和 AI 宠物。当越来越多产品要求用户把自己长期留在这里，它们之间就不再只是功能差异，而会形成直接的产品和战略竞争。</p>
<p>这也是手机背面今天值得被重新关注的原因。</p>
<p>MagSafe 早已让用户习惯把配件吸在手机背后，但这一轮变化，是 AI 硬件开始借助这个成熟位置寻找自己的入口。Plaud 率先证明，独立 AI 工具可以在这里获得百万台规模和持续付费；屏幕产品的增长和融资，则让另一种可能浮现出来：手机背面或许不只负责采集信息，也可以成为 AI 向用户返回结果的第二界面。</p>
<p>一场围绕几厘米空间的竞争，已经从配件生意进入 AI 硬件创业的中心。</p>
<h1>一、手机背面的「隐藏金矿」</h1>
<p>较早让市场意识到手机背面可以成为 AI 硬件入口的，是一张录音卡。</p>
<p>2023 年 6 月，深圳团队 Plaud 推出 Note：厚约 3 毫米、重 30 克，通过 MagSafe 吸在手机背后，按下按键即可录音，会议结束后在手机 App 里查看 AI 转写和摘要。它没有发明录音，也没有发明 AI 转写&mdash;&mdash; 讯飞这些公司已经做了很多年。它做对的事情是位置选择：把一个独立硬件寄生在手机上，用户不需要多带一个东西，不需要在开会前想起从包里翻出录音笔。</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/96/29/9629ea19bc24f815142a0db19fc07bae.jpg"" /></p>
<p>图片来源：Plaud 淘宝</p>
<p>这个选择缓解了独立 AI 硬件普遍面对的一道难题：如何让用户每天带着它。</p>
<p>Plaud 的增长速度超出了大多数人的预期。</p>
<p>产品连续两年保持约十倍增长。6 月，Plaud 宣布其软件订阅业务的年度经常性收入（ARR）从 100 万美元增长到 1 亿美元（两年约 100 倍），设备出货量突破 200 万台&mdash;&mdash; 在达成这一里程碑的 AI 公司中，它是少有的以硬件为入口的公司，其余几乎都是纯软件。</p>
<p>Plaud 的成功引来了快速的模仿和围猎。2025 年以来，钉钉推出 DingTalk A1 录音卡（499 元起），出门问问发布 TicNote（999 元起），360、科大讯飞相继跟进，华强北白牌则把同类产品的价格打到 120 至 150 元。纯录音 + 转写的功能差异，在一年之内被压缩到几乎为零。</p>
<p>但 Plaud 真正验证的不只是「有人愿意为 AI 录音付费」，更是手机背面这个位置本身有价值：独立 AI 产品可以借助手机背面既有的磁吸位置，获得高频携带，并进一步建立付费需求。原本以防护、充电和装饰为主的配件位",rss
"Fri, 18 Sep 2026 17:36:47 +0800",极客公园,那个教 ChatGPT 说话的人，做了一个「哑巴」模型,http://www.geekpark.net/news/370603,,,"<p style=""text-align: left;""><span style=""font-weight: bold; color: #000000;"">作者｜桦林舞王</span></p>
<p style=""text-align: left;""><span style=""font-weight: bold; color: #000000;"">编辑｜靖宇</span></p>
<p style=""text-align: left;"">&nbsp;</p>
<p style=""text-align: left;"">AI 圈子里最懂怎么让模型「开口聊天」的人，现在决定剥夺大模型的语言能力。</p>
<p style=""text-align: left;"">这位前 OpenAI 研究员、ChatGPT 的共同发明者 Diogo Almeida，在潜行两年后带着他的新公司 TypeSafe AI 和 4000 万美元融资回到牌桌。他们发布的全新模型 Jev， <span style=""font-weight: bold;"">既不能写打工人的周报，也不能陪用户深夜长聊。它甚至连一个标点符号都吐不出来 </span>。</p>
<p style=""text-align: center;""><img height=""548"" src=""https://imgslim.geekpark.net/uploads/image/file/aa/fe/aafe939703a9a9e41b331520e99c3a33.png"" /></p>
<p style=""text-align: left;""><span style=""color: #bbbfc4;"">TypeSafe 创始人 Diogo Almeida｜图片来源：X</span></p>
<p style=""text-align: left;"">这是一个反常识的时刻。过去三年，全行业都在教大模型怎么学会像人类一样「慢思考」，各家实验室拼命拉长推理链条，让模型在给出答案前默默自言自语几千个词。</p>
<p style=""text-align: left;"">但 Jev 走了一条完全相反的路： <span style=""font-weight: bold;"">它不做文本生成，只输出确定性的结构化决策。</span></p>
<p style=""text-align: left;"">这不仅是一个新产品的发布，更像是对当前大模型技术范式的一次公然叫板。</p>
<h1 style=""text-align: center;""><span style=""font-weight: bold; font-style: italic; color: #000000;"">01</span></h1>
<p style=""text-align: center;""><span style=""font-weight: bold;"">给 AI 装上「反射神经」</span></p>
<p style=""text-align: left;"">要理解 Jev 到底是个什么东西，得先看懂当下的 AI 开发者有多痛苦。</p>
<p style=""text-align: left;"">如今大部分工程师把大模型接入业务系统时，做的事情往往很荒谬。你明明只需要它回答「这封邮件是不是垃圾邮件」或者「在五个 API 接口里选一个」，但你不得不让一个拥有上千亿参数的庞然大物，在漫长的几秒钟里，一个词一个词地把一串 JSON 字符敲出来。</p>
<p style=""text-align: left;"">为了保证这串字符符合代码规范，开发者得写满整整两页提示词，求着模型「不要输出任何废话，只要纯 JSON 格式」。即便如此，模型偶尔还是会在前后加上一句「好的，这是你要的格式」，瞬间搞崩下游的整条流水线。</p>
<p style=""text-align: left;"">Jev 解决问题的方式极其粗暴。 <span style=""font-weight: bold;"">它根本就不是一个文本自回归模型 </span>。</p>
<p style=""text-align: center;""><img height=""608"" src=""https://imgslim.geekpark.net/uploads/image/file/42/eb/42ebc62047c0e170a669c41ef1949086.png"" /></p>
<p style=""text-align: left;""><span style=""color: #bbbfc4;"">速度对比，3 秒时间 Jev 这边已经腹泻版吐出 Token（左）｜图片来源：TypeSafe</",rss
"Fri, 18 Sep 2026 20:18:14 +0000",TechCrunch AI,World model companies are keeping a lot of secrets,https://techcrunch.com/2026/09/18/world-model-companies-are-keeping-a-lot-of-secrets/,,,"Everyone in the world-models space is sitting on a pile of cash and a ton of buzz, but good luck getting anyone — from the founders to their own data suppliers — to tell you what they're actually building.",rss
