日期,账号,标题,链接,摘要,标签,正文,来源
"Mon, 21 Sep 2026 08:14:20 +0000",艾邦机器人,徐丹飞聊Ego、UMI、遥操数据：我想 behavior clone 一个人类,https://www.aibangbots.com/a/13132,,,徐丹飞：我想 behavior clone 一个人类x0dx0ax0dx0a本文整理自 WhynotTV Podcast 第5期,rss
"Mon, 21 Sep 2026 03:07:07 +0000",艾邦机器人,重磅｜中亿具身完成近亿元天使轮融资！产业资本扎堆押注，赋能具身智能新格局！,https://www.aibangbots.com/a/13115,,,引言 近日，中亿（深圳）具身科技有限公司（简称 “中亿具身”）重磅宣布完成近亿元天使轮融资，由多家产业资本联合 [&#8230;],rss
"Mon, 21 Sep 2026 03:01:42 +0000",艾邦机器人,从数百万小时真实数据出发，京东云X优必选加速具身模型落地,https://www.aibangbots.com/a/13102,,,推动数据基础设施与具身模型形成更紧密的协同,rss
"Mon, 21 Sep 2026 18:23:23 GMT",InfoQ 机器人,70强项目观察之具身未来：机器人走进现实世界，关键不只是完成动作,https://www.infoq.cn/article/EU5m831fwoFA6RdhcOlo?utm_source=rss&utm_medium=article,,,"<div align=""right""><a href=""https://www.infoq.cn/article/EU5m831fwoFA6RdhcOlo?utm_source=rss&amp;utm_medium=article"">点击查看原文></a></div>",rss
"Mon, 21 Sep 2026 16:45:15 GMT",InfoQ 机器人,祥峰再次出手，超维动力获超 5 亿融资，我们拆解了这家公司的全栈路线,https://www.infoq.cn/article/rIpDfDZXDoN9L7akct7e?utm_source=rss&utm_medium=article,,,"<div align=""right""><a href=""https://www.infoq.cn/article/rIpDfDZXDoN9L7akct7e?utm_source=rss&amp;utm_medium=article"">点击查看原文></a></div>",rss
"Mon, 21 Sep 2026 14:36:42 GMT",InfoQ 机器人,开箱即上岗！璇玑动力首发Hypertron-SW01中型四足机器人,https://www.infoq.cn/article/IhCGKqeVbMIbdhVLbavr?utm_source=rss&utm_medium=article,,,"<div align=""right""><a href=""https://www.infoq.cn/article/IhCGKqeVbMIbdhVLbavr?utm_source=rss&amp;utm_medium=article"">点击查看原文></a></div>",rss
"Mon, 21 Sep 2026 06:22:37 +0000",量子位,GPT-6 Astra开进机器人身体！清华联手无问芯穹等开源RPent,https://www.qbitai.com/2026/09/493218.html,,,在物理世界真正干活的具身智能体,rss
"Tue, 22 Sep 2026 08:42:21 +0800",极客公园,黄仁勋：AI 时代，企业应该尽可能多付薪酬；宇树科技发布 Dex5-S 灵巧手；OpenAI 新模型 24 天解决 100+ 世界级数学难题 | 极客早知道,http://www.geekpark.net/news/370768,,,"<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/3e/4b/3e4b3cf100df709edbfa4c760694ef6d.png"" /></p>
<h1>消息称华为 Mate 90 系列年度旗舰手机将在 9 月 29 日发布</h1>
<p>9 月 21 日消息，昨日早些时候，华为常务董事、产品投资评审委员会主任、终端 BG 董事长余承东刚刚宣布，智界 RX 及鸿蒙智行新品发布会定档 9 月 28 日 14:30 举行。</p>
<p>根据此前爆料，华为 Mate 90 系列手机也将在本月发布，但遗憾的是，今天华为并未官宣这款年度旗舰的发布会时间。但博主 @熠熠玩数码 透露，<strong>Mate 90 系列发布会将在 9 月 29 日 14:30 举行</strong>。（来源：IT 之家）</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/c0/7f/c07f6210308df94f99db6600a24d9b2e.png"" /></p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/bd/13/bd132f62fb06b7548098d5725dfcba19.png"" /></p>
<h1>英伟达员工平均年薪 28.2 万美元，黄仁勋喊话企业「尽可能多付薪酬」</h1>
<p>英伟达 CEO 黄仁勋近日接受 CBS News 采访，再次就 AI 时代的利润分配问题公开表态。 他直言，企业不应「尽可能少地支付员工薪酬」，而应「尽可能多地支付」。此番言论正值全球 AI 基建热潮之中，芯片巨头与员工之间围绕利润分配的博弈日益成为行业焦点。</p>
<p>黄仁勋的底气来自英伟达自身的薪酬实践。 据报道，他亲自审查公司全部 42000 名员工的薪酬方案，并且在 100%的情况下都会增加公司在薪酬上的支出。他的逻辑很直接：「照顾好员工，其他一切自然会好起来。」从数据看，英伟达 2026 财年员工平均收入达 28.205 万美元（约合人民币 189 万元），而黄仁勋本人的总薪酬为 3630 万美元（约合人民币 2.44 亿元），较上年下降约 27%&mdash;&mdash;这一反差也在客观上为其「优先照顾员工」的主张提供了注脚。（来源：TechWeb）</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/85/65/85655ed67e467c23a435fbefdcb173b2.png"" /></p>
<h1>百度库库 AI 全球 AI 办公月活超 4000 万、海外版 Kooko 用户破 1000 万</h1>
<p>9 月 21 日消息，在百度 AI Day 开放日上，百度文库网盘宣布加速 AI 办公出海、进行全球品牌升级。在国内外办公赛道的持续深耕下，通用智能体「库库 AI」全球 AI 办公月活超 4000 万，位于 AI 办公赛道行业第一。百度文库网盘去年推出的海外一站式 AI 办公平台 Oreate AI，焕新为库库 AI 海外版「Kooko」，一年时间内海外用户已突破 1000 万。</p>
<p>据介绍，库库 AI，生长于中国最大的知识和数据生态，打造服务超级个体、超级组织的全球化 AI 办公生态，真正做到「准确、专业、懂你」。库库 AI 不仅可在文库、网盘等全端使用，同时可在库库 AI 网页端、办公 PC 客户端、APP、小程序、库库 AI 企业版、Kooko 等多端使用，是行业率先实现全球覆盖、全端可用的 AI 办公平台。（来源：TechWeb）</p>
<h1>阿里巴巴任命刘大一恒为 QwenLLM 团队新负责人</h1>
<p>据两位知情员工透露，阿里巴巴集团已任命资深 AI 研究人员刘大一恒担任 Qwen（通义千问）大语言模型项目负责人。知情人士表示，在今年早些时候历经多轮组织重组后，刘大一恒的任职，进一步厘清了 Qwen 团队的管理层架构。阿里巴巴一年一度的云栖大会将于周二开幕，在大会官网的演讲嘉宾名单页面，刘大一恒的个人肖像位置十分突出，紧随集团主席蔡崇信、首席执行官吴泳铭之后。官网标注其职务为 Qwen 大语言模型项目负责人。（来源：新浪财经）</p>
<h1>亚马逊云科技",rss
"Mon, 21 Sep 2026 23:11:23 +0800",极客公园,零跑的新目标：从「小米」成为「苹果」,http://www.geekpark.net/news/370765,,,"<p style=""text-align: left;"">这一次，零跑主动放弃了「第一」的位置，并表示将全力「争当第三」。</p>
<p style=""text-align: left;"">在零跑 2026 技术日上，零跑汽车创始人朱江明只用了一次「新势力」这个词，说的是「零跑的销量长期处于新势力的前列」。而真正报出排名时，他换了一套坐标：「国内新能源汽车品牌销量的前三名，全球新能源汽车品牌销量的前四名。」</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">「第一」前面的定语是「新势力」</span>，通常指 2015 年前后成立、带着互联网思维造车的那批公司。零跑从 2025 年 5 月登上这张榜的头名之后就几乎没下来过，最近两个月月交付连续突破 10 万台，8 月交付 10.3 万台，同比增长 80.7%。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">「第三」前面的定语，则换成了「全球新能源品牌」</span>。今年 1 到 8 月，零跑累计交付超过 56 万台，其中 13 万台卖去海外；8 月国内新能源品牌零售榜上，它排在比亚迪、吉利之后；放到全球看，前面也只多了一个特斯拉。</p>
<p style=""text-align: left;"">同样的交付量，放进不同的榜单，衡量它的尺子就换了一把。</p>
<p style=""text-align: left;"">换一张牌桌，企业要面临和解决的问题也要跟着升维：</p>
<p style=""text-align: left;"">过去十年，零跑回答的是怎么把一台车做得又好又便宜；接下来它得回答的是，拿什么去和全球车企竞争。而这种竞争的胜负手，往往不在台面上，而是藏在看不见的地方。</p>
<p>&nbsp;</p>
<h2 style=""text-align: left;""><span style=""font-weight: bold;"">非典型新势力</span></h2>
<p style=""text-align: left;"">成立于 2015 年的零跑汽车，是一家特别的「非典型新势力车企」。</p>
<p style=""text-align: left;"">朱江明这些年一直强调的那句「电动车是一个 70% 由电子器件组成的电子产品」，虽然不如马斯克的「四轮机器人」理论性感，但的确是 10 年前所有「新势力」车企起步的源头：看到了「电子取代机械」这个由技术变革带来的长期机会。</p>
<p style=""text-align: left;"">但在具体的品牌打法上，零跑又和同一批成立的其他三家明星公司「蔚小理」有着很大的不同。或者说，相比于那些来自互联网行业的友商们，零跑在成立之初根本就没有 ToC 的概念。</p>
<p style=""text-align: left;"">创始人朱江明在成立零跑之前，在电子行业工作了 30 多年，对把一个产品拆开应该如何优化很有经验，但组装起来怎么推销，他并没有太多经验和思路。</p>
<p style=""text-align: left;"">如今，十多年的时间过去，朱江明依然经常强调：<span style=""font-weight: bold;"">零跑的车应该做到「好而不贵」，而「情绪价值」这件事，不是零跑最先考虑的</span>。</p>
<p style=""text-align: center;""><img height=""3536"" src=""https://imgslim.geekpark.net/uploads/image/file/7e/8d/7e8d31b891e0883ea1269e3cbf76367f.jpg"" /></p>
<p style=""text-align: left;"">零跑创始人朱江明 | 图片来源：零跑汽车</p>
<p style=""text-align: left;"">于是，这家「新势力」延续了汽车行业百年以来最朴素的思考逻辑，把造车拆成了一道成本问题：同样的体验，在技术、管理等层面，用创新的方法把成本控到最低。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">第一条思路是：自研且自造</span>。目前，零跑占整车成本 65%以上的零部件都由自己制造。朱江明在前段时间和罗永浩的播客节目里也坦言：自研和自造，可以把供应商大约 10% 的利润挤出来，整车环节哪怕不怎么追求利润，也可以面向用户体现价格优势。</p>
<p style=""text-al",rss
"Mon, 21 Sep 2026 19:00:08 +0800",极客公园,把未来做成基础设施｜亚马逊 CTO Dr.Werner Vogels 与云计算 20 年,http://www.geekpark.net/news/370759,,,"<p style=""text-align: left;""><span style=""color: #000000;""><strong>作者｜Cynthia </strong></span></p>
<p style=""text-align: left;""><span style=""color: #000000;""><strong>编辑｜ 郑玄</strong></span></p>
<p>&nbsp;</p>
<p style=""text-align: left;"">AI 时代，开发者要如何跟上技术的变化？亚马逊 CTO Werner Vogels，用了二十多年的时间来解答这个问题：基于他主导的 S3、EC2、Lambda&hellip;&hellip;无数企业与开发者实现了加速奔跑。他每一年的 re:Invent 演讲，也成为了无数人的认知风向标。</p>
<p style=""text-align: left;"">虽然自 2025 年之后，他将不再登上 re:Invent 的主舞台。</p>
<p style=""text-align: left;"">但今年 10 月 13 日，他将带着 2026 年最新技术洞察，出席中国深圳的亚马逊云科技软件企业峰会「创业加速营巅峰路演&mdash;&mdash;通往 re:Invent」，并与极客公园创始人张鹏炉边对话。他的经验，或许会成为我们关于如何拥抱变化的宝贵答案。</p>
<p style=""text-align: left;"">2004 年的圣诞季，亚马逊正在度过创立十年以来最好的一个年末。</p>
<p style=""text-align: left;"">感恩节过后，消费电子第一次超过图书，成为网站最大的品类；整个假日季最忙的一天，全球订单超过 280 万件，平均每秒 32 件。十年前那家靠卖书起家的互联网公司，已经开始显出后来那个商业帝国的轮廓。</p>
<p style=""text-align: left;"">支撑这个帝国的数据库来自全世界企业数据库领域最成熟的玩家 Oracle。然后，12 月 12 日，其中一套彻底崩溃了。一个只会在极端规模下出现的 bug，偏偏赶上圣诞购物季最关键的节点，让数据库停摆了十二个小时。</p>
<p style=""text-align: left;"">而此时，距离后来长期担任亚马逊 CTO 的 Werner 到亚马逊履职还不到三个月。时间一分一秒过去，宕机引发的损失不断扩大，事情很快越过普通技术支持，一路捅到 Oracle 高层；从工程师到高管，一大批人紧急赶到西雅图。</p>
<p style=""text-align: left;"">然而，排查一圈后，系统 bug 之外，他们还发现在当时，业内通常不会区分各种简单访问和复杂关系查询，两者都被挤在同一种数据库中；但偏偏，亚马逊的整体业务规模早就超过了绝大多数数据库产品的默认规模边界。于是，大量给定 key 读取 value 的简单操作，挤占了本应留给原本复杂查询的资源，长期来看，系统隐患也不小。</p>
<p style=""text-align: left;"">这个发现，也成为了后来亚马逊自研数据库的起点：几年后，包括 Werner 在内的九名亚马逊工程师发表了一篇名为《Dynamo:Amazon』s Highly Available Key-value Store》的论文。它后来影响了 Cassandra、Riak 等一代 NoSQL 系统，也成为 DynamoDB 乃至来的亚马逊云科技的技术前史之一。</p>
<p>&nbsp;</p>
<p style=""text-align: center;""><img height=""611"" src=""https://imgslim.geekpark.net/uploads/image/file/0a/6b/0a6b38288ac2c95f54060cd7c8a0557f.png"" /></p>
<p>&nbsp;</p>
<p style=""text-align: left;"">它也让亚马逊逐渐意识到：规模变了，时代变了，过去那些再自然不过的技术前提，也会随之失效。</p>
<p style=""text-align: left;"">而这种变化，Werner 在此后二十年还会遇到很多次。</p>
<p>&nbsp;</p>
<h1 style=""text-align: center;""><span style=""font-weight: bold; font-style: italic; color: #000000;"">01</span></h1>
<p style=""text-align: center;""><span style=""font",rss
