日期,账号,标题,链接,摘要,标签,正文,来源
"Sun, 23 Aug 2026 11:20:13 +0000",量子位,具身创业里的香港教授们,https://www.qbitai.com/2026/08/478289.html,,,香港的大学里冒出了一批很特别的人,rss
"Sun, 23 Aug 2026 11:17:22 +0000",量子位,他给了王兴兴第一个200万，现在给下一个「宇树」当董事长,https://www.qbitai.com/2026/08/478234.html,,,多多支持像王兴兴这样优秀的具身机器人创业者,rss
"Sun, 23 Aug 2026 09:29:59 +0000",量子位,不做硅谷follower：几个读博的年轻人，押注双足人形的一体化大脑,https://www.qbitai.com/2026/08/478020.html,,,机器人开卡丁车连续过弯，一镜到底全自主,rss
"Sun, 23 Aug 2026 07:12:22 +0000",量子位,从世界模型到现实生产力，无界动力深度参与WRC主论坛及多场同期活动,https://www.qbitai.com/2026/08/478007.html,,,,rss
"Sun, 23 Aug 2026 22:35:51 +0800",极客公园,Gen1.5 模型带来重要进展：物理 AI 正在接近 GPT3 时刻,http://www.geekpark.net/news/369223,,,"<section class=""wx-article-wrap"">
<section><img alt=""图片"" class=""rich_pages wxw-img"" src=""https://imgslim.geekpark.net/uploads/image/file/24/a1/24a1ec09a7e215938973bb1bcd2b2f71.jpeg"" style=""display: block; width: 661px !important; vertical-align: bottom; margin: 0px; background-color: transparent; height: auto !important;"" /></section>
<section class="""">如果物理 AI 也能 scaling，意味着什么？</section>
<section>
<p style=""text-align: left; margin: 0px;""><strong style=""font-family: Optima-Regular, PingFangTC-light; font-size: 16px; font-weight: bold; line-height: 1.5; color: #375474; text-align: left;"">作者｜Li Yuan</strong></p>
<p style=""text-align: left; margin: 0px;""><strong style=""font-family: Optima-Regular, PingFangTC-light; font-size: 16px; font-weight: bold; line-height: 1.5; color: #375474; text-align: left;"">编辑｜靖宇</strong></p>
</section>
<p style=""font-family: Optima-Regular, PingFangTC-light, 'PingFang SC', 'PingFang TC', 'Hiragino Sans GB', 'Microsoft YaHei', sans-serif; font-size: 16px; line-height: 1.75; margin: 0px 8px 24px;"">研究人员先教机器人拿起刷子，把桌上的积木扫进碗里。</p>
<p style=""font-family: Optima-Regular, PingFangTC-light, 'PingFang SC', 'PingFang TC', 'Hiragino Sans GB', 'Microsoft YaHei', sans-serif; font-size: 16px; line-height: 1.75; margin: 0px 8px 24px;"">然后，他们把刷子拿走，换成一根香蕉。</p>
<p style=""font-family: Optima-Regular, PingFangTC-light, 'PingFang SC', 'PingFang TC', 'Hiragino Sans GB', 'Microsoft YaHei', sans-serif; font-size: 16px; line-height: 1.75; margin: 0px 8px 24px;"">机器人抓起香蕉，将它横过来贴住桌面，把积木一点点扫进碗中。</p>
<p style=""font-family: Optima-Regular, PingFangTC-light, 'PingFang SC', 'PingFang TC', 'Hiragino Sans GB', 'Microsoft YaHei', sans-serif; font-size: 16px; line-height: 1.75; margin: 0px 8px 24px;"">随后，香蕉又被换成了一只簸箕。机器人这次没有继续照搬「扫」的动作，而是伸出另一只手，把积木推上簸箕，再端起来倒进碗里。</p>
<p style=""font-family: Optima-Regular, PingFangTC-light, 'PingFang SC', 'PingFang TC', 'Hiragino Sans GB', 'Microsoft YaHei', sans-serif; font-size: 16px; line-height: 1.75; margin: 0px 8px 24px;"">重点来了，研究人员从来没有在这项任务里教它用香",rss
"Sun, 23 Aug 2026 22:33:26 +0800",极客公园,世界机器人大会观察，银河星脑的愿景：让所有机器人共享「大脑」,http://www.geekpark.net/news/369221,,,"<section>
<section>
<section><img alt=""图片"" class=""rich_pages wxw-img"" src=""https://imgslim.geekpark.net/uploads/image/file/d8/59/d8599ff750e735b54acbea812d986366.jpeg"" /><img class=""rich_pages wxw-img"" /></section>
<section class="""">从人形、轮式到重载，从家庭、零售到工业，银河星脑正在走进更多身体和真实场景。</section>
<section><strong style=""text-indent: 0em; font-size: 16px; color: #375474; font-family: Optima-Regular, PingFangTC-light;""><br />作者｜Li Yuan</strong><strong style=""text-indent: 0em; font-size: 16px; color: #375474;""><br /></strong></section>
<section><strong style=""text-indent: 0em; font-size: 16px; color: #375474; font-family: Optima-Regular, PingFangTC-light;"">编辑｜<strong>靖宇</strong></strong></section>
<section><strong style=""text-indent: 0em; font-size: 16px; color: #375474;""><strong>&nbsp;</strong></strong></section>
</section>
</section>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">每年走进世界机器人大会，人们最先看到的都是身体。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">有的机器人长出双腿，有的装上轮子；有的把手指做得越来越像人，有的用钢铁手臂扛起几十公斤重物。我们也因此习惯用外形给机器人分类：会跳舞的是一种，能搬箱子的是另一种，会进厨房和卧室的，又是另一种。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">今年的世界机器人大会上，这套认识开始松动。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">银河通用在分论坛发布了小型双足人形机器人 ET1。它第一次登台便跳起一段高动态舞蹈，也第一次让银河通用拥有了一副可以走路、舞动，并从人类动作中继续学习的双足身体。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">银河通用创始人兼 CTO 王鹤说，ET1 的名字承载着一种期待：成为「有智能、会学习、会思考、会成长的人形机器人」。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-height: 1.75;"">但这副新身体并不是从零开始。</p>
<p style=""margin: 25px 8px; text-align: justify; color: #000000; letter-spacing: 1px; font-size: 16px; line-h",rss
