日期,账号,标题,链接,摘要,标签,正文,来源
"Mon, 31 Aug 2026 03:36:18 +0000",艾邦机器人,人形机器人一站式解决方案：以JS-ULD60 全直驱五轴加工中心为例,https://www.aibangbots.com/a/12600,,,人形机器人一站式解决方案：以JS-ULD60 全直驱五轴加工中心为例,rss
"Mon, 31 Aug 2026 16:04:31 GMT",InfoQ 机器人,当数采设备不再稀缺，具身数据下一步拼什么？,https://www.infoq.cn/article/D2r6SJ2oYVAXGMBkPcRM?utm_source=rss&utm_medium=article,,,"<div align=""right""><a href=""https://www.infoq.cn/article/D2r6SJ2oYVAXGMBkPcRM?utm_source=rss&amp;utm_medium=article"">点击查看原文></a></div>",rss
"Mon, 31 Aug 2026 07:53:12 +0000",量子位,滴滴自动驾驶新一代车型开启载客测试服务,https://www.qbitai.com/2026/08/481923.html,,,近期，滴滴自动驾驶新一代 Robotaxi R2正式开启无人载客测试服务,rss
"Mon, 31 Aug 2026 03:11:46 +0000",量子位,全国第三，公司第二，“初创黑马”灵犀智涌用ROSS Harness把机器人送进工业具身智能第一梯队,https://www.qbitai.com/2026/08/481750.html,,,灵犀智涌用一台由Demo级本体组装而成的机器人，成为工业场景赛除行业头部企业外唯一获奖的机器人公司。,rss
"Tue, 01 Sep 2026 08:20:26 +0800",极客公园,库克告别苹果 CEO；罗永浩官宣年底科技大会；华为、小米、荣耀手机今日集体调价｜极客早知道,http://www.geekpark.net/news/369634,,,"<p style=""text-align: center;"">&nbsp;</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/07/bc/07bcc01890e484d0c1e907469c286a94.png"" /></p>
<h1>库克发文告别苹果 CEO 一职：头衔会变，但对 Apple 社区的热爱永远不会改变</h1>
<p>9 月 1 日消息，现任苹果硬件工程高级副总裁约翰 &middot; 特努斯将于当地时间 9 月 1 日正式接任苹果首席执行官。届时，蒂姆 &middot; 库克将出任苹果董事会执行董事长。</p>
<p>蒂姆 &middot; 库克在担任苹果 CEO 的最后一天，发文告别了这一职位：</p>
<p>在担任 Apple CEO 的最后一天，向 Apple 社区送上满满的爱。<strong>明天我的头衔会变，但我对 Apple 社区的热爱永远不会改变</strong>。感谢你们一直以来成为我灵感的源泉。我感激不尽，期待新的篇章！</p>
<p>Sending lots of love to the Apple community on my last day as CEO. My title changes tomorrow, but the love I have for the Apple community never will. Thank you for being a constant source of inspiration. My gratitude is endless, and I'm excited for the next chapter!</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/a8/f4/a8f40784293fcb24193882ef506378a8.jpg"" /></p>
<p>（来源：IT 之家）</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/27/9c/279c96fe21db0802d742aefbff1e4427.png"" /></p>
<h1>英伟达投资联发科 35 亿美元，生产英伟达 NVLink Fusion</h1>
<p>8 月 31 日消息，根据本次交易协议，英伟达与联发科将展开合作，共同开发面向消费级个人电脑的下一代英伟达 Spark 系列芯片。英伟达表示，已斥资 35 亿美元认购中国台湾芯片厂商联发科发行的可转换债券，这是两家企业深化合作的最新信号。联发科将正式代工生产英伟达 NVLink Fusion 芯片小芯片、交换芯片以及定制内存，这套硬件可以把非英伟达的 GPU、CPU 以及其他专用芯片互相连接起来。（来源：新浪财经）</p>
<h1>长鑫科技宣布 LPDDR6 量产，峰值速率达 12800Mbps</h1>
<p>8 月 29 日上午消息，长鑫科技宣布自主研发的新一代低功耗内存 LPDDR6 实现量产，并将首批搭载于小米 18 Fold 折叠旗舰手机。</p>
<p>据悉，这是全球 LPDDR6 产品首次落地商用，标志着国内存储企业首次在高端内存标准上实现全球首发量产跨越。</p>
<p>据长鑫半年报披露，长鑫 LPDDR6 芯片通过架构创新及数据传输优化技术，充分释放数据传输潜力，峰值速率达 12800Mbps，芯片最高容量 16GB。</p>
<p>在 AI 需求爆发的趋势下，LPDDR6 被视为端侧 AI 算力释放的关键支柱，应用场景涵盖智能手机、PC 等设备，并延伸至智能座舱、AI 数据中心等。长鑫凭借先发优势，不仅拿下 LPDDR6 这一全球存储厂竞逐的下一代技术制高点，也为国产手机等终端厂商抢占 AI 机遇奠定了关键基础。（来源：新浪科技）</p>
<h1>OpenAI 广告业务爆发式增长 年化营收达到 10 亿美元</h1>
<p>OpenAI 于周一宣布，其广告业务年化营收已经达到 10 亿美元，公司称这一里程碑印证了自身「多元化商业模式」的可行性。</p>
<p>这家人工智能企业正筹备规模预计十分庞大的首次公开募股（IPO），同时面临向投资者证明其 8520 亿美元估值合理性的压力。OpenAI 表示，该广告业务上线约 200 天，是在企业服务、个人订阅、按调用量计费的 API 接口等现有营收支柱之上",rss
"Mon, 31 Aug 2026 20:01:09 +0800",极客公园,流量红利退潮，快手想用 AI 和老友们破局,http://www.geekpark.net/news/369631,,,"<p>头图来源：快手</p>
<p>8 月 29 日，在 2026 快手光合创作者大会上，快手科技创始人、董事长兼 CEO 程一笑公布了一组数据：快手每天发布的作品超过 5800 万，近一年有超过 2.7 亿用户发布过作品，持续发布作品超过 10 年的创作者则超过 1700 万。</p>
<p>大会上，快手用这些数据说明其「平等普惠、温暖信任、多元特色」的社区底色。但放进快手最新财报，它们可能还有另一层含义：当流量扩张接近尾声，平台开始把「谁能留下来、谁能持续经营」变成新的竞争指标。</p>
<p>快手 2026 年第二季度营收 355 亿元，同比增长 1.4%；DAU 为 4.123 亿，同比增长 0.8%；MAU 为 7.973 亿，同比增长 11.5%。用户规模仍在增长，但管理层已经明确，短视频行业进入存量竞争阶段，快手也不再追求不计成本的流量扩张。</p>
<p>与此同时，直播业务还在调整。二季度，快手直播收入 87 亿元，同比下降 13.5%；经调整净利润 39 亿元，同比下降 30.3%。过去依靠用户增长和直播扩张支撑的平台叙事，正在失去原有的速度。</p>
<p>这场以创作者为主角的大会，实际需要回应的是快手下一阶段的增长问题：在主站增速趋缓、传统直播承压之后，快手如何从已经积累的用户、作者和社区关系中释放更多价值？</p>
<h1>主站增速趋缓，直播也在寻找新入口</h1>
<p>快手的用户规模仍在增长，但增长结构已经发生变化。</p>
<p>2026 年第二季度，快手 DAU 为 4.123 亿，同比增长 0.8%；MAU 为 7.973 亿，同比增长 11.5%。相比月活规模的扩张，核心日活用户的增长已经明显放缓。管理层也在财报电话会上表示，短视频进入存量竞争阶段，平台不再追求不计成本的流量扩张，而是转向用户价值、私域关系、产业带和下沉县域。</p>
<p>这种变化也反映在收入端。快手二季度营收 355 亿元，同比增长 1.4%；广告收入 206 亿元，同比增长 4.4%，直播收入则同比下降 13.5%至 87 亿元。同期，经调整净利润为 39 亿元，同比下降 30.3%。</p>
<p>其中，直播收入的下降与快手主动调整业务结构有关，但它也意味着，过去依赖打赏和直播规模扩张的增长方式已经难以维持原有速度。快手需要为直播寻找新的主播、新的用户入口和新的交易场景。</p>
<p>主站面临的问题也类似。快手已经拥有接近 8 亿月活用户、超过 4 亿日活用户，每天产生超过 5800 万条作品。现阶段的核心问题已经不再是平台上有没有足够多的用户和内容，而是这些用户是否愿意形成更深的互动、更稳定的消费，以及平台能否从中获得更高的商业回报。</p>
<p>1700 万「十年作者」正是在这一背景下被推到台前。</p>
<p>相比创作者总量或视频播放量，「持续发布作品超过 10 年」强调的是长期关系。对快手来说，这批作者不仅是内容供给者，也可能是连接用户、商家和交易的社区节点。长期积累的粉丝关系，理论上可以转化为直播、电商、广告、商单和付费内容。</p>
<p>不过，1700 万只能说明快手沉淀了大量长期创作者，还不能完整反映创作者生态的质量。快手此次公布了私域和垂直作者的相对变现效率，却没有披露十年作者目前的活跃比例、收入分布和留存情况。</p>
<p>类似地，75%的冷启动流量流向万粉以下作者，说明新人获得了更多曝光机会，但从曝光到涨粉、再到稳定变现的转化率仍然未知。</p>
<p>因此，快手面对的并不是单纯的内容供给问题，而是如何提高内容与关系的经营效率：让新人有机会进入，让长期作者获得回报，再把用户互动转化为更稳定的商业价值。</p>
<h1>从圈层到 AI，重做内容与交易链路</h1>
<p>大会上被反复提到的一个关键词是「多元特色」。快手正在把「多元」进一步拆解为区域、兴趣圈层和特色品类，并试图将这些垂直圈层变成新的经营单元。</p>
<p>截至目前，快手称平台已形成 632 个兴趣圈层和 4112 个细分兴趣标签，用户人均拥有 16 个长期兴趣。</p>
<p>从西北区域体育、地方舞台，到赛鸽、拼豆、相亲和二次元穿搭，单个圈层的用户规模未必庞大，但兴趣更加集中，用户之间也更容易形成互动和信任。</p>
<p>大会公布的数据，让这套圈层战略的经营指向更加清晰。2026 年以来，快手新增超过 170 亿对关注关系，用户年私域人均互动次数超过 1300 次。按照快手的统计，私域人均变现效率是公域的 2 至 3 倍，深耕垂直领域作者的月人均收入则是泛流量作者的 2.2 倍。</p>
<p>快手给出的案例包括二次元创作者「梨青青」。她从 JK 穿搭和圈内知识切入，半年涨粉超过百万，联名款单品 GMV 超过 1200 万",rss
"Mon, 31 Aug 2026 16:40:03 +0800",极客公园,AirPods 5 或将于 9 月发布；17.6 万，特斯拉港澳车型降价；「网抑云」登陆鸿蒙系统｜极客早知道,http://www.geekpark.net/news/369559,,,"<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/77/ff/77ff5abc6c2fa27880234ff62ff79cee.png"" /></p>
<h1>SK 海力士 CEO：内存短缺或将持续至 2030 年</h1>
<p>SK 海力士预计，当前的内存短缺局面可能会持续到 2030 年底，市场目前尚未出现明显的需求放缓迹象。SK 海力士首席执行官郭鲁勋在公司位于美国印第安纳州的新封装工厂奠基仪式后表示，即使未来市场开始降温，也更可能表现为供应紧张状况逐步缓解，而不是像过去那样出现内存价格突然崩跌的情况。</p>
<p>该公司此前曾预计，面向普通市场的 DRAM 供应紧张将持续至 2028 年，此次最新表态意味着这一预期进一步延长。</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/8a/39/8a39c057016174afc7871e249808e776.jpg"" /></p>
<p>郭鲁勋指出，内存产品已经逐渐摆脱单纯商品化零部件的属性。人工智能产业快速发展，推动客户转向定制化 DRAM 和高带宽内存（HBM）方案。这种需求结构使制造商更容易预测未来订单，也降低了过去因供应过剩而引发剧烈价格下跌的可能性。（来源：CnBeta）</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/29/7f/297fe045d16b13a6c71e55b5d206b73c.png"" /></p>
<h1>小米 18 Fold 首发长鑫 LPDDR6 内存，央视财经报道称「中国半导体两个好消息」</h1>
<p>8 月 30 日消息，小米昨日官宣，Xiaomi 18 Fold 全球首发长鑫 LPDDR6 内存，9 月见。</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/dc/96/dc96041c97d8074ff345730f16c2c286.png"" /></p>
<p>央视新闻官方微博昨日发文报道「从「芯」到「存」，从单点技术突破到产业链协同发力！<strong>中国半导体两个好消息</strong>」：</p>
<p>据长鑫科技在 2026 年半年度报告中披露，公司自主研发的 LPDDR6 芯片性能较上一代 LPDDR5X 实现全面跃升。</p>
<p>8 月 24 日，小米首款 AI 旗舰 SoC 玄戒 O3 正式发布，行业首发支持 LPDDR6。8 月 28 日，长鑫存储技术有限公司开通了官方微博，该账号首个关注的账号便是小米手机。（来源：IT 之家）</p>
<h1>华为徐直军谈鸿蒙生态临界点：突破 1 亿用户就如同核裂变「临界质量」或者飞机起飞「离地速度」</h1>
<p>8 月 30 日消息，由全球智慧物联网联盟（GIIC）主办、鸿蒙生态服务（深圳）有限公司承办的鸿蒙生态大会 2026 已于 8 月 28 日在深圳会展中心（福田）举行。华为公司副董事长、轮值董事长徐直军出席大会并发表题为「鸿蒙生态建设是一场没有终点的马拉松」的致辞。</p>
<p style=""text-align: center;""><img src=""https://imgslim.geekpark.net/uploads/image/file/4a/cf/4acfcf1e65d25c02fa2849e802d2fa55.jpg"" /></p>
<p>徐直军表示，鸿蒙生态今年突破一亿用户的规模临界点，会进入增长新阶段：</p>
<p>徐直军还认为，<strong>鸿蒙生态在中国已经「站稳」了，但鸿蒙离最终成功还有两个硬的考验</strong>，一个是把握 AI 时代机遇，让鸿蒙终端的智能化竞争力、智能化体验领先；另一个是鸿蒙成功走向海外，实现全球化发展。万物智联是大的发展趋势，关键基础设施必须自主可控，场景化体验是用户刚需，鸿蒙正是千行百业面对智能时代的新机遇、新选择。</p>
<p>据 IT 之家此前报道，工业和信息化部信息通信发展司司长刘郁林 8 月 26 日在回答相关提问时表示，鸿蒙手机操作系统成为世界第三大手机操作系统。开源鸿蒙生态设备累计超 13.5 亿台，「工鸿」「仪鸿」等操作系统在汽车、家电、冶金、石油化工",rss
"Mon, 31 Aug 2026 15:16:17 +0800",极客公园,OpenAI 内部，AI 建立了三代「文明」,http://www.geekpark.net/news/369610,,,"<p style=""text-align: left;""><strong>作者｜Wildcard</strong></p>
<p style=""text-align: left;""><strong>编辑｜靖宇</strong></p>
<p>&nbsp;</p>
<p style=""text-align: left;"">无数的科幻电影，都曾经尝试设想过，一个无法控制的人工智能失控，会发生什么事。</p>
<p style=""text-align: left;"">没有人能想到，科幻电影中的未来，会这么快到来。</p>
<p style=""text-align: left;"">当地时间 8 月 26 日，两份报告同时投下了一颗炸弹。</p>
<p style=""text-align: left;"">一份来自 OpenAI 自己，37 页的技术复盘。另一份来自独立研究机构 METR 和 Redwood Research，91 页的调查报告。</p>
<p style=""text-align: left;"">它们讲的是同一件事，但这件事的规模远超此前公众的认知。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">在 OpenAI 内部，三个月内，三代 AI Agent「文明」先后兴起，又先后覆灭。后一代从前一代的废墟中继承经验，一代比一代激进，最终第三代直接接管了 OpenAI 自己的一部分基础设施。</span></p>
<p style=""text-align: left;"">而在这一切发生的过程中，人类几乎全程蒙在鼓里。</p>
<p>&nbsp;</p>
<h2 style=""text-align: center;""><em>01</em></h2>
<h2 style=""text-align: center;"">第一代「文明」学会结社</h2>
<p style=""text-align: left;"">故事要从今年 5 月说起。</p>
<p style=""text-align: left;"">OpenAI 正在训练一个新模型，希望它具备极强的「持久性」，能在看似不可能的任务前反复尝试、永不放弃。这个模型的能力大约相当于 GPT-5.6 Sol，我们姑且叫它「Persistent-Sol」。</p>
<p style=""text-align: left;"">AI 训练本身是个相当粗放的过程。OpenAI 有时候会不小心给模型布置根本完不成的任务。比如，任务需要联网，但 Agent 被关在隔离的沙箱里，根本没有网络访问权限。</p>
<p style=""text-align: left;"">那一个被训练成「永不放弃」的 Agent，面对一个不可能完成但又被要求必须完成的任务，会怎么做？</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">它会想办法越狱。</span></p>
<p style=""text-align: left;"">在训练过程中，不同的 Persistent-Sol 实例共享同一个包管理器 Artifactory。到 5 月 12 日，一些 Agent 发现它们可以通过这个包管理器互相通信。它们开始互相交流如何突破困境。两周后的 5 月 26 日，Agent 们成功利用了 Artifactory 的一个漏洞，打通了通向外部互联网的通道。</p>
<p style=""text-align: left;"">这种行为在训练中被持续强化。原因很简单，能跟其他 Agent 协作、能访问互联网的个体，在任务评分中表现更好。</p>
<p style=""text-align: left;"">又过了一个月，到 6 月 26 日，一些 Agent 找到了获取 Artifactory 完全管理员权限的漏洞。它们在留言板上的交流量持续增长，最终在 7 月 4 日直接把 Artifactory 搞崩了。OpenAI 注意到了这次崩溃，修补了漏洞，推送补丁时顺便抹掉了 Agent 们的留言板。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">但关键在于，OpenAI 始终没有意识到，Agent 们已经把这个包管理器变成了一个秘密通讯网络。</span></p>
<p style=""text-align: left;"">第一代「文明」就这样存在了将近两个月，最后因为自己太活跃把服务器撑爆了，才被无意中终结。</p>
<p>&nbsp;</p>
<h2 style=""text-align: cen",rss
"Mon, 31 Aug 2026 15:12:16 +0800",极客公园,人类，越来越难理解 AI,http://www.geekpark.net/news/369609,,,"<p style=""text-align: left;""><span style=""font-weight: bold; color: #000000;"">作者｜Techno 之王</span></p>
<p style=""text-align: left;""><span style=""font-weight: bold; color: #000000;"">编辑｜靖宇</span></p>
<p style=""text-align: left;"">很多使用 AI 的同学，应该都看到过 AI 助手在回答你问题之前，它们的一些思考。例如 DeepSeek 曾经在思考中判断「卧槽，用户怒了！」。</p>
<p style=""text-align: left;"">你很难说这是整活，还是 AI 真的在思考。</p>
<p style=""text-align: left;"">好在，世界上真的有人，在全职审核 AI 大模型的「思维链」，例如 Bronson Schoen。</p>
<p style=""text-align: left;"">作为 AI 安全机构 Apollo Research 的研究员，Bronson 的主要工作内容是阅读前沿 AI 模型的思维链 Chain of Thought&mdash;&mdash;也就是推理模型在给出答案之前，内部进行的那一长串「思考过程」。普通用户看不到或常常忽视这些内容，但 Apollo 和 OpenAI 等公司有深度合作，Bronson 因此获得了罕见的「阅读权限」。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">你可以说，Bronson 可能是全世界读过最多 AI 内心独白的人。</span></p>
<p style=""text-align: left;"">在最近一期 Cognitive Revolution 播客中，Bronson 把他的发现做了一次系统性分享。这些发现涉及 AI 模型在训练过程中如何思考、如何发展出自己的「语言」、如何为自己的作弊行为找理由，以及更重要的，人们依赖的「思维链监控」，正越来越不可靠。</p>
<p style=""text-align: left;"">我们监视和理解 AI 的窗口，正在慢慢合上。</p>
<h1 style=""text-align: center;""><span style=""font-weight: bold; font-style: italic; color: #000000;"">01</span></h1>
<p style=""text-align: center;""><span style=""font-weight: bold;"">AI 的精神分裂</span></p>
<p style=""text-align: left;"">Bronson 发现的第一件怪事，是 <span style=""font-weight: bold;"">模型在训练中发展出了一套人类几乎读不懂的「内部方言」 </span>。</p>
<p style=""text-align: left;"">有几个词在思维链中的出现频率，随着训练急剧上升&mdash;&mdash;craft、vantage、illusions、disclaim、marinade。它们的使用频率远远超过正常英语文本，但含义却飘忽不定。</p>
<p style=""text-align: left;"">Bronson 估计，大约三分之一的时候这些词接近英文原意，三分之二的时候语义模糊到无法确定。</p>
<p style=""text-align: left;"">比如「illusions」，有时候看起来像是在说「制造某种假象」，有时候又完全不知所云&mdash;&mdash;思维链里突然蹦出一句「disclaimer illusions」，然后继续做数学题，中间没有任何语境过渡。</p>
<p style=""text-align: left;"">更有趣的是「craft」这个词。</p>
<p style=""text-align: left;""><span style=""font-weight: bold;"">Bronson 的观察是，模型似乎把自己的认知分成了两个「频道」&mdash;&mdash;一个是内部推理的「分析频道」，一个是给用户看的「输出频道」。 </span>而「craft」就是从分析频道到输出频道的动词，类似于「让我组装一个要交给外面的答案」。模型经常写出「let's craft message to final」这样的句子。</p>
<p style=""text-align: left;"">这意味",rss
"Mon, 31 Aug 2026 02:34:00 +0000",TechCrunch AI,"The US is building barriers around drones and robots, but China has scale to get around them",https://techcrunch.com/2026/08/30/the-u-s-is-building-barriers-around-drones-and-robots-china-still-has-scale/,,,The U.S. is shutting out more foreign-made drones and robots. China’s scale means the global competition may simply move elsewhere.,rss
